input_token,big,brown,calico,cat,dog,lay,mat,on,red,rug,sat,small,tabby,the
lay|small|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|small|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|small|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|small|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|small|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|small|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|small|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|small|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|tabby|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lay|the|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|big|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|brown|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|calico|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|cat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|dog|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|lay|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|mat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|on|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|red|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|rug|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|sat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|small|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|tabby|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|the|big,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,3.1041,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388
mat|the|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|the|calico,-0.3170,-0.3170,-0.3170,4.1216,-0.3170,-0.3170,-0.3170,-0.3170,-0.3170,-0.3170,-0.3170,-0.3170,-0.3170,-0.3170
mat|the|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|the|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|the|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|the|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|the|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|the|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|the|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|the|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat|the|small,-0.2388,3.1041,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388
mat|the|tabby,-0.2388,-0.2388,-0.2388,3.1041,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388,-0.2388
mat|the|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|big|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|big|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|big|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|big|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|big|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|big|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|big|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|big|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|big|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|big|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|big|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|big|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|big|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|big|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|brown|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|calico|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|cat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|dog|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|lay|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|mat|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|on|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|red|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug|rug,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug|sat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug|small,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug|tabby,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|rug|the,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|sat|big,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|sat|brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|sat|calico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|sat|cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|sat|dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|sat|lay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|sat|mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|sat|on,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on|sat|red,0,0,0,0,0,0,0,0,0,0,0,0,0,0
